origin,dest,distance_original
271861188,8042032530,42.23348593111012
389455180,335783097,21.70736490489783
922432663,8213954583,23.027672570870337
248766763,5713842258,22.18998639420512
922432663,1151587554,30.693532488909018
253315625,8291855085,47.82552355281102
253315625,963377692,21.28329381863578
308237554,343216796,26.886770234366388
922432663,10843033187,14.956104000477355
922432663,4393100992,31.164637756840648
4944601512,1997570457,4.371770687215074
308237554,331688944,21.195498614978057
922432663,9221807927,33.27147618120736
271861188,7490105690,60.825725633765536
679848584,9143354788,21.179517709796656
248766763,13185153062,25.326498049166677
314935771,269100558,29.89071175098066
4944601512,5260312454,55.6971033283482
389455180,96934956,21.841974877846784
314935771,7991093907,32.71351786418875
308237554,12175457407,30.794229443376025
314935771,257568446,25.385258198932437
922432663,5270014294,87.16245106755817
308237554,5785028665,50.537730706871585
5821263976,1439407481,34.95033357162371
5821263976,5305170451,84.18674826709982
5821263976,1148726319,25.73584735893482
308237554,1156577423,46.81296851078295
308237554,595076586,49.487005159479
308237554,595266578,43.38259974737439
679848584,6525013579,37.59321588138089
679848584,6579077960,43.72091172472219
248766763,1077659971,46.441289978932154
314935771,38652236,26.06830897649565
253315625,7306246513,21.458125563590073
679848584,5271842997,98.75521871954503
4944601512,1651495118,24.494958305188693
922432663,8274836655,50.79421403098193
308237554,6906416307,52.56437600594045
922432663,297477811,29.70633867819193
4944601512,3891905917,21.005758043378332
922432663,3982672243,26.588253720764783
5821263976,5597061554,71.00882455544223
271861188,5269194733,90.17887862418374
253315625,6833437596,31.57453585033886
314935771,39535819,21.966052341796665
679848584,247780098,25.48305891742834
253315625,1398816010,51.649979015132985
679848584,255616695,19.669346860986764
389455180,1049044971,30.38482945313262
271861188,5293635210,71.8990811892369
253315625,257568459,31.561968214389427
248766763,945706044,76.12656300550265
5821263976,9459969309,34.43299590332494
248766763,2000514869,18.761414678062025
248766763,6366172015,77.37625226278959
308237554,259958881,39.024458989464804
5821263976,1271429994,56.09114384787964
5821263976,5540881604,18.63762379231408
389455180,51295379,19.279304481104216
922432663,2507294515,34.772830735018076
253315625,595756130,12.44043057358297
308237554,2384966586,29.473759790240276
5821263976,548148721,28.62517565639469
5821263976,298714438,28.085308339510902
271861188,1333568371,24.30863369273508
271861188,4972462875,68.15853604000475
271861188,255183326,25.21744265729226
5821263976,964642006,73.36370016564507
308237554,1243258739,21.544042201901558
314935771,3491746680,28.918743456965352
4944601512,1529260419,25.00556807039162
248766763,5271449803,101.31480053533122
922432663,6344332894,39.20593035690057
248766763,7555655928,42.09511077829531
4944601512,253886153,41.91270487004732
4944601512,4243405322,58.61058705455527
4944601512,888410529,26.42596385565505
253315625,270722830,15.629710904747046
389455180,963377692,22.698972803982098
314935771,6835365757,61.97724550310366
5821263976,322032789,51.2710978987437
922432663,983140415,27.27293692262943
389455180,1395755606,70.96810207443349
314935771,253032981,31.377339700093717
271861188,287532646,27.556722762791953
922432663,1392017389,48.48935832899588
253315625,1239457843,46.71853478872811
248766763,267420601,36.988800931817124
248766763,10843033192,28.642473502589105
271861188,5304245425,33.12069563283586
922432663,1483917671,46.335044812308894
5821263976,390275790,13.60051722398719
389455180,8575490629,29.469837480663763
389455180,5244181753,51.05752048751328
389455180,446092566,15.841657633771096
679848584,7996037813,39.79621780146871
922432663,5700540286,38.60833006117077
308237554,2673196277,11.273143119588967
679848584,10132530095,70.38946167372144
922432663,5291420964,64.69778884983879
5821263976,2889670237,61.31357416252211
679848584,5260312500,73.99957583617027
271861188,188469073,20.210018244623296
922432663,311974155,33.17984146057714
271861188,5479959334,25.25230942448235
308237554,619105589,48.8845785142262
922432663,9422711615,46.676023937176055
308237554,307827511,46.44892976129748
308237554,1668718626,16.372634684526314
253315625,595077043,48.18005172721243
271861188,309435652,22.50905645186885
5821263976,308358888,20.537453161249957
271861188,5462909512,52.69820349458697
922432663,817668517,34.77892687100949
314935771,335081753,36.77190408707952
253315625,1635176154,48.53545607528553
4944601512,76459473,24.91587784304739
308237554,305701249,11.515227881131366
314935771,713681045,41.48637413022727
248766763,1151549129,39.1025395073158
271861188,454164402,28.944422366717728
922432663,277697016,19.77235600463668
679848584,2004026612,25.682685669452983
308237554,278546457,36.780795537083
253315625,480251922,39.96997397814723
308237554,309200421,20.20470577284647
314935771,38652236,26.06830897649565
922432663,3688689057,102.26839007053708
253315625,966270401,51.05936002455847
922432663,3142728904,21.163694085765783
5821263976,8172423475,64.64117245442256
922432663,9097873438,20.921988110791848
253315625,5270014311,84.97131527704924
389455180,277489800,45.045321960493226
922432663,306551998,26.84432437131551
5821263976,5352172989,17.187814449924282
308237554,633521669,75.10734612659043
308237554,4161735913,21.736022806720616
5821263976,261806374,40.028301053532665
308237554,2322474246,43.289025007968846
271861188,301131835,30.937194442999395
4944601512,2444211666,35.44386410678729
308237554,1151549153,26.120072619998265
5821263976,312296863,14.860268521676288
271861188,569938511,18.035381651273845
922432663,1978133603,59.64272678402724
5821263976,1431811037,55.641726743392276
271861188,1587203315,35.125155756547045
253315625,1023070282,17.298161830380035
922432663,3688689057,102.26839007053708
922432663,1003806460,37.302157222562805
4944601512,585122249,28.44274504111513
679848584,5302830793,84.01941583010273
314935771,2721692024,21.04755474972223
922432663,599518820,68.97708675081823
389455180,1271451616,49.10444109759074
922432663,255616657,32.3663435557555
922432663,11993551142,42.854483983325835
679848584,332527458,41.233699907969445
922432663,50485093,26.83451851345936
253315625,267572032,32.8841895479738
271861188,5661591081,51.73424100950879
679848584,659002360,49.86092643505922
308237554,2536759123,48.23539154469982
248766763,1003806460,27.202004355553083
679848584,4794119496,86.14157911955081
253315625,249690744,26.521197144815197
922432663,5293561756,72.00391728423935
253315625,2921493848,17.502007373010205
4944601512,330982080,18.059837047163384
679848584,302101437,36.2310208958048
389455180,9908230631,56.61326564793473
253315625,253768574,17.582847360525673
4944601512,10959771314,13.640577397445904
271861188,912317405,72.2879408625342
248766763,314697987,31.473964433347973
389455180,1651495118,15.430366429461403
4944601512,8796045399,27.66633975650763
679848584,336273414,18.80195961418478
308237554,249566869,27.40721156233392
922432663,9250013103,33.528532933955816
922432663,221573360,20.90730723323491
5821263976,293519796,9.060293546485031
4944601512,2318988505,42.18945943196439
922432663,5656237499,8.931726046212852
314935771,249566869,26.59489130986487
253315625,305641920,25.19018505363476
389455180,10196977697,64.55324491981979
922432663,452420145,30.139414144462148
248766763,74853022,12.925955098410057
308237554,2004026619,16.759437874813685
271861188,9143354788,20.40673117549318
922432663,455886475,34.09383221518733
308237554,269770273,28.75978625642408
922432663,461786025,10.92634607614963
314935771,8796045399,28.69039650681995
314935771,253734588,36.552250899895576
5821263976,1673816273,19.575022718971077
314935771,2945344900,21.74206935440341
922432663,331338574,27.174775735057707
271861188,4757053721,83.53081133724913
271861188,3914426999,27.701545598308332
389455180,521974136,66.98709115194032
4944601512,283287015,26.77774777141571
308237554,11909419747,28.176768255722084
308237554,7376611700,15.558695293731605
248766763,303590416,19.95771210555501
248766763,253891937,22.2041413675843
253315625,4555516387,15.018610677592303
248766763,1390379985,47.16848392352477
679848584,5896119639,21.537623285998414
5821263976,6832228543,46.773742204310956
253315625,3349196899,23.306875761272725
253315625,727493334,33.893931226699046
4944601512,1817421619,54.1918794820232
4944601512,549233195,18.449528164805464
271861188,5271842979,90.3913965019904
389455180,188469073,18.539185229997056
248766763,5056651509,77.93899788329979
679848584,10786672024,40.2427862606706
4944601512,5291498082,53.39551626874207
922432663,188469109,29.719255731162374
4944601512,4572849184,24.34620540059637
271861188,331124312,31.458323363907866
253315625,3636577299,70.15883049668464
389455180,12169645974,32.62342912892409
679848584,302830170,26.312677678818886
4944601512,5304244607,24.345205521489156
679848584,333311679,49.37985167255062
5821263976,1289003492,41.496464672317146
5821263976,5180710807,19.87999163217105
248766763,5304244615,43.920441878339496
5821263976,5283830691,74.4257440256521
248766763,317618668,32.63279878485932
314935771,2304900232,18.806199956783857
5821263976,617271288,89.35862327510455
679848584,305271198,28.12830788759171
308237554,2300020982,49.575577458791635
248766763,615621547,71.82639990785925
248766763,3054191135,31.566669553974364
308237554,1341931527,47.918511512246155
253315625,248049471,19.24708618252598
679848584,6822282211,47.940829502854854
5821263976,253444274,26.37606449348384
922432663,314679446,13.470622774250415
922432663,1677618690,19.61589838429327
389455180,5405293296,54.91956260359548
389455180,180099033,14.700623965345363
922432663,3314442737,16.079997678307873
314935771,5297586701,78.61167923363972
314935771,430542896,25.378423121318434
308237554,782529784,90.51109481850892
253315625,1870079650,26.354041315051816
308237554,335097890,39.99568739775449
922432663,269170140,35.40789940051311
271861188,3064796014,25.025788652016868
922432663,1288826270,30.273224796060514
248766763,13061362533,37.44438388412305
5821263976,247917340,20.069193179718788
253315625,251641140,22.51264147529905
5821263976,663603123,14.831461594541885
314935771,1856340033,25.039731697807017
253315625,2188054220,32.81626921697879
5821263976,7648865934,16.811948253674775
389455180,7306342437,19.94797876275813
314935771,399012893,59.069218639692814
922432663,2128975444,15.14100866800423
922432663,254507823,36.733060729573076
5821263976,256601851,47.48731133726835
679848584,2891236028,33.03900009986494
308237554,4387452289,21.693930517833206
308237554,1529260525,19.208144798684735
389455180,35925412,27.20417121271614
314935771,85722285,20.27944805092326
922432663,1392017387,50.008524275338836
679848584,5259737754,82.57233477168346
271861188,643738026,20.695069989275783
308237554,4504081799,48.370397214219764
679848584,5260312454,74.34408126487529
308237554,5732603250,35.86072441468197
389455180,303590416,22.56293809445657
248766763,619105593,60.77721079664334
248766763,5259850223,76.25979157474977
389455180,1306072788,17.34863074614429
248766763,797450513,108.0712594309108
314935771,914305752,27.90602640567125
314935771,255408232,28.82325967631609
314935771,5035392907,25.35636749671266
314935771,267554786,47.137683843314505
314935771,1140746320,22.165974850848244
314935771,418166129,15.8893684646235
4944601512,248682034,34.1643985446115
314935771,1398657140,54.43819934590513
314935771,804169749,108.85303063107924
