,node_id_origin,node_id_dest
147,5821263976,1431811037
148,271861188,1587203315
149,253315625,1023070282
150,922432663,3688689057
151,922432663,1003806460
152,4944601512,585122249
153,679848584,5302830793
154,314935771,2721692024
155,922432663,599518820
156,389455180,1271451616
157,922432663,255616657
158,922432663,11993551142
159,679848584,332527458
160,922432663,50485093
161,253315625,267572032
162,271861188,5661591081
163,679848584,659002360
164,308237554,2536759123
165,248766763,1003806460
166,679848584,4794119496
167,253315625,249690744
168,922432663,5293561756
169,253315625,2921493848
170,4944601512,330982080
171,679848584,302101437
172,389455180,9908230631
173,253315625,253768574
174,4944601512,10959771314
175,271861188,912317405
176,248766763,314697987
177,389455180,1651495118
178,4944601512,8796045399
179,679848584,336273414
180,308237554,249566869
181,922432663,9250013103
182,922432663,221573360
183,5821263976,293519796
184,4944601512,2318988505
185,922432663,5656237499
186,314935771,249566869
187,253315625,305641920
188,389455180,10196977697
189,922432663,452420145
190,248766763,74853022
191,308237554,2004026619
192,271861188,9143354788
193,922432663,455886475
194,308237554,269770273
195,922432663,461786025
196,314935771,8796045399
197,314935771,253734588
198,5821263976,1673816273
199,314935771,2945344900
200,922432663,331338574
201,271861188,4757053721
202,271861188,3914426999
203,389455180,521974136
204,4944601512,283287015
205,308237554,11909419747
206,308237554,7376611700
207,248766763,303590416
208,248766763,253891937
209,253315625,4555516387
210,248766763,1390379985
211,679848584,5896119639
212,5821263976,6832228543
213,253315625,3349196899
214,253315625,727493334
215,4944601512,1817421619
216,4944601512,549233195
217,271861188,5271842979
218,389455180,188469073
219,248766763,5056651509
220,679848584,10786672024
221,4944601512,5291498082
222,922432663,188469109
223,4944601512,4572849184
224,271861188,331124312
225,253315625,3636577299
226,389455180,12169645974
227,679848584,302830170
228,4944601512,5304244607
229,679848584,333311679
230,5821263976,1289003492
231,5821263976,5180710807
232,248766763,5304244615
233,5821263976,5283830691
234,248766763,317618668
235,314935771,2304900232
236,5821263976,617271288
237,679848584,305271198
238,308237554,2300020982
239,248766763,615621547
240,248766763,3054191135
241,308237554,1341931527
242,253315625,248049471
243,679848584,6822282211
244,5821263976,253444274
245,922432663,314679446
246,922432663,1677618690
247,389455180,5405293296
248,389455180,180099033
249,922432663,3314442737
250,314935771,5297586701
251,314935771,430542896
252,308237554,782529784
253,253315625,1870079650
254,308237554,335097890
255,922432663,269170140
256,271861188,3064796014
257,922432663,1288826270
258,248766763,13061362533
259,5821263976,247917340
260,253315625,251641140
261,5821263976,663603123
262,314935771,1856340033
263,253315625,2188054220
264,5821263976,7648865934
265,389455180,7306342437
266,314935771,399012893
267,922432663,2128975444
268,922432663,254507823
269,5821263976,256601851
270,679848584,2891236028
271,308237554,4387452289
272,308237554,1529260525
273,389455180,35925412
274,314935771,85722285
275,922432663,1392017387
276,679848584,5259737754
277,271861188,643738026
278,308237554,4504081799
279,679848584,5260312454
280,308237554,5732603250
281,389455180,303590416
282,248766763,619105593
283,248766763,5259850223
284,389455180,1306072788
285,248766763,797450513
286,314935771,914305752
287,314935771,255408232
288,314935771,5035392907
289,314935771,267554786
290,314935771,1140746320
291,314935771,418166129
292,4944601512,248682034
293,314935771,1398657140
294,314935771,804169749
295,271861188,746605845
296,308237554,99992792
297,389455180,3914426999
298,4944601512,7302201553
299,4944601512,6579077960
300,271861188,340340362
301,679848584,1643400806
302,679848584,253891969
303,389455180,1392404746
304,922432663,4219559265
305,389455180,1795830358
306,271861188,7306342390
307,5821263976,6754055253
308,253315625,179481944
309,679848584,2558649970
310,389455180,1398657140
311,5821263976,11285488604
312,253315625,7306333449
313,389455180,331338574
314,271861188,1271451618
315,679848584,488597054
316,248766763,8098384201
317,4944601512,6712095585
318,5821263976,259796608
319,679848584,2031408285
320,314935771,324713816
321,253315625,303471245
322,5821263976,3314442476
323,4944601512,10188199496
324,5821263976,619105473
325,4944601512,266416915
326,253315625,3046153098
327,271861188,3966823381
328,922432663,315198591
329,314935771,253886153
330,314935771,7505540471
331,314935771,4080999246
332,248766763,10692818376
333,314935771,96934956
334,253315625,1013013168
335,314935771,8027708306
336,679848584,3314442737
337,389455180,319314618
338,248766763,4512353132
339,4944601512,993614199
340,253315625,85779693
341,679848584,1995685903
342,314935771,5259737782
343,4944601512,9271366123
344,253315625,599905956
345,679848584,6316967160
346,314935771,5537428088
347,314935771,8236073071
348,679848584,5056651499
349,922432663,9246223518
350,308237554,179984447
351,4944601512,111911986
352,271861188,5056485618
353,389455180,495629456
354,248766763,60471976
355,314935771,599905960
356,5821263976,260812061
357,679848584,1668718626
358,679848584,1788758923
359,308237554,7566321594
360,308237554,251615061
361,5821263976,304297703
362,271861188,267859731
363,679848584,1786036936
364,253315625,5214679635
365,922432663,5265785202
366,308237554,4745782338
367,253315625,339066654
368,314935771,4902804605
369,389455180,319397639
370,314935771,1201541608
371,679848584,3464928267
372,314935771,266720718
373,389455180,506325483
374,248766763,188469109
375,389455180,1741800344
376,308237554,740744076
377,314935771,871759446
378,248766763,521974136
379,248766763,430542897
380,4944601512,319397639
381,308237554,8240662705
382,922432663,59642564
383,253315625,4401369179
384,271861188,2950308017
385,922432663,12772316105
386,314935771,617255013
387,5821263976,4366833563
388,314935771,4715199026
389,4944601512,1386720841
390,271861188,259786881
391,4944601512,6773979285
392,308237554,1436326727
393,253315625,310109686
394,4944601512,997523958
395,4944601512,485863524
396,922432663,5398375837
397,5821263976,9307963983
398,922432663,564893482
399,314935771,1361264023
400,4944601512,5302830793
401,5821263976,687434896
402,4944601512,11682552803
403,389455180,5302830790
404,314935771,6880955733
405,308237554,3602554241
406,308237554,6906416307
407,679848584,2928904068
408,253315625,1229190050
409,679848584,8440743065
410,922432663,1258347235
411,389455180,9730838485
412,679848584,9527887824
413,253315625,251953965
414,679848584,616329212
415,922432663,5259850265
416,4944601512,659002333
417,314935771,4398583897
418,308237554,7566321443
419,314935771,534357700
420,5821263976,1891231332
421,271861188,5785028661
422,4944601512,4902804629
423,271861188,3745095215
424,248766763,257602410
425,271861188,8172423475
426,5821263976,797450558
427,5821263976,283097147
428,271861188,302929730
429,922432663,416828601
430,4944601512,1096827312
431,314935771,1341931517
432,314935771,10188199509
433,253315625,304671561
434,314935771,10931896143
435,389455180,252175240
436,248766763,50489322
437,314935771,2383521041
438,271861188,1002604777
439,314935771,1415890474
440,271861188,11813469090
441,271861188,1551820396
442,679848584,2424729164
443,389455180,1154075269
444,314935771,446058297
445,922432663,36801227
446,308237554,11152318004
447,389455180,7873559091
448,248766763,6702770039
449,922432663,8274836655
450,253315625,7628581372
451,308237554,6773979285
452,5821263976,3052006146
453,253315625,7345711568
454,5821263976,9338142938
455,271861188,247952588
456,253315625,7235065437
457,314935771,8255533472
458,308237554,5411777271
459,5821263976,303590416
460,679848584,8027585520
461,248766763,594964523
462,4944601512,1836868768
463,271861188,994738492
464,248766763,446092566
465,922432663,5056634376
466,679848584,559174569
467,248766763,1828106894
468,5821263976,1673816240
469,389455180,3621471802
470,389455180,694094332
471,308237554,4512372622
472,314935771,1801310790
473,922432663,1807848747
474,679848584,3913207440
475,5821263976,9737617594
476,922432663,2057433644
477,253315625,331124314
478,314935771,492418782
479,5821263976,10197214764
480,5821263976,4932690290
481,248766763,443430066
482,314935771,221570880
483,389455180,991779082
484,253315625,993614492
485,271861188,4745782338
486,922432663,1208832395
487,4944601512,3251916375
488,4944601512,335782998
489,922432663,2330793176
490,248766763,1119781893
491,271861188,5276941522
492,248766763,303124484
493,922432663,255093332
494,5821263976,1395755494
495,4944601512,2304900232
496,248766763,281211247
497,253315625,3461368878
498,922432663,1096976167
499,5821263976,325196216
500,314935771,4977970895
501,5821263976,335090916
502,271861188,5328030836
503,253315625,8255307922
504,248766763,5265795695
505,5821263976,1835493828
506,308237554,248044067
507,253315625,595590154
508,271861188,307640235
509,4944601512,1870079565
510,5821263976,1483917635
511,308237554,245917316
512,679848584,4745043686
513,314935771,68873053
514,314935771,1786036946
515,314935771,346569053
516,5821263976,293670660
517,253315625,623504853
518,314935771,7125701644
519,308237554,1789642904
520,679848584,4316807938
521,922432663,1332167557
522,308237554,9415895110
523,308237554,485726226
524,271861188,719106446
525,389455180,10752331695
526,922432663,6901934099
527,679848584,619105633
528,314935771,10240792251
529,5821263976,253256320
530,4944601512,336682865
531,271861188,4367716307
532,5821263976,336250778
533,389455180,261083098
534,248766763,228754143
535,4944601512,4080999246
536,248766763,1789642920
537,4944601512,446058293
538,922432663,7490105690
539,248766763,3760171890
540,5821263976,10175413230
541,5821263976,914305752
542,5821263976,3168709790
543,271861188,331858992
544,253315625,423049524
545,253315625,956654983
546,253315625,3377868203
547,308237554,1856774833
548,271861188,2935896022
549,5821263976,64610844
550,4944601512,319283249
551,271861188,339066654
552,308237554,259801985
553,922432663,919558964
554,389455180,87703823
555,5821263976,1858581167
556,253315625,303789230
557,308237554,1126883352
558,679848584,3314442476
559,314935771,718846370
560,4944601512,10132630390
561,314935771,8388308404
562,4944601512,8192422199
563,922432663,1738762814
564,922432663,1305800830
565,308237554,864404676
566,679848584,12216845034
567,271861188,257609618
568,922432663,525865376
569,389455180,7034571165
570,314935771,8311547252
571,5821263976,471059977
572,314935771,1868981510
573,314935771,4215568124
574,389455180,255092197
575,679848584,330999315
576,5821263976,250298027
577,922432663,3733681049
578,4944601512,1495125806
579,922432663,2856200420
580,5821263976,2616135605
581,248766763,637029585
582,679848584,1856776743
583,679848584,5270014233
584,4944601512,2038589770
585,308237554,1395755494
586,308237554,5260312474
587,922432663,10749072933
588,308237554,260819070
589,922432663,305019244
590,389455180,5259850225
591,5821263976,112545508
592,271861188,12390993601
593,253315625,296475550
594,5821263976,877238103
595,922432663,259786881
596,248766763,311974155
597,308237554,5303240305
598,253315625,300388833
599,253315625,903887919
600,922432663,1836868768
601,5821263976,4355495019
602,271861188,257533776
603,248766763,1965299326
604,922432663,1602102599
605,5821263976,1163539444
606,253315625,308214748
607,314935771,3522744879
608,271861188,7558092287
609,248766763,782529898
610,4944601512,12209148535
611,4944601512,3425715275
612,5821263976,272421547
613,4944601512,10712546271
614,679848584,5282998673
615,271861188,308359001
616,5821263976,13233636292
617,314935771,7081951711
618,922432663,2855772886
619,271861188,3717720650
620,922432663,2617390221
621,253315625,266720718
622,253315625,5290993258
623,5821263976,7150794776
624,922432663,832001810
625,5821263976,9723249903
626,389455180,470583416
627,271861188,255408232
628,389455180,857617830
629,4944601512,1215111276
630,922432663,382904733
631,679848584,3638274196
632,271861188,4701774621
633,314935771,1855631028
634,248766763,270831115
635,308237554,7214819422
636,4944601512,1003806460
637,4944601512,802463909
638,314935771,336207271
639,389455180,1322158403
640,308237554,1725396350
641,922432663,3059008412
642,679848584,335738109
643,679848584,983342099
644,271861188,270831127
645,253315625,68886871
646,5821263976,1814327336
647,922432663,1431811105
648,271861188,2093520372
649,314935771,335783111
650,389455180,306451232
651,248766763,471060036
652,248766763,599554017
653,308237554,2434379956
654,308237554,713681044
655,248766763,2546283995
656,679848584,5285598106
657,4944601512,8261602128
658,253315625,43053517
659,248766763,3866834821
660,253315625,2041904706
661,4944601512,746605845
662,4944601512,5479959330
663,271861188,253032892
664,922432663,7313082596
665,679848584,4990080327
666,389455180,1340205579
667,248766763,2609954155
668,314935771,5867524478
669,271861188,1023070282
670,308237554,480179850
671,679848584,5260088464
672,4944601512,8886958763
673,5821263976,2889670332
674,5821263976,267420601
675,389455180,306552722
676,253315625,251542446
677,679848584,7051249247
678,308237554,997944736
679,248766763,11349088845
680,314935771,3190405100
681,248766763,1330644027
682,271861188,253448794
683,922432663,1431771364
684,248766763,253718170
685,271861188,8883746873
686,314935771,997524176
687,5821263976,297222380
688,253315625,1439407481
689,271861188,5259737783
690,679848584,903887919
691,271861188,258651200
692,248766763,1551820363
693,271861188,297477811
694,679848584,299133766
695,308237554,305564108
696,389455180,170507284
697,248766763,5186372547
698,248766763,678649861
699,922432663,10748381117
700,679848584,469736939
701,679848584,270492488
702,314935771,1271439887
703,253315625,267572073
704,253315625,10959525903
705,308237554,1706414902
706,248766763,12590020000
707,5821263976,5271843018
708,248766763,5758002675
709,5821263976,3415630129
710,314935771,518782254
711,248766763,5767891172
712,248766763,39533071
713,271861188,629216657
714,308237554,382904733
715,4944601512,10769527490
716,679848584,617271293
717,4944601512,1003855977
718,389455180,12091395370
719,253315625,247930805
720,4944601512,1437693229
721,253315625,2076761637
722,271861188,1133939926
723,248766763,5271845044
724,679848584,266299365
725,248766763,985761495
726,4944601512,382904733
727,308237554,671663712
728,5821263976,64610790
729,679848584,1706414965
730,922432663,337209721
731,922432663,10749072933
732,271861188,260464546
733,679848584,1900910742
734,4944601512,621956718
735,271861188,5259850281
736,389455180,10214252343
737,922432663,7566321547
738,314935771,1381856363
739,679848584,765846410
740,253315625,5291419413
741,253315625,5303240226
742,308237554,38442163
743,922432663,4757053887
744,679848584,1271451665
745,248766763,309647628
746,4944601512,4099013830
747,922432663,257596586
748,308237554,5260312474
749,5821263976,3064985234
750,308237554,12206008952
751,253315625,9136262082
752,314935771,308231505
753,5821263976,726205143
754,248766763,446305379
755,389455180,1431806896
756,314935771,308239334
757,308237554,7577179298
758,308237554,2471738418
759,253315625,8708825771
760,248766763,1340205624
761,4944601512,5109994090
762,4944601512,1637724812
763,4944601512,648570444
764,4944601512,3071458554
765,5821263976,4366833636
766,679848584,1725811324
767,679848584,5485790429
768,4944601512,302830170
769,308237554,318097940
770,271861188,4238112076
771,922432663,5597061561
772,5821263976,332948786
773,248766763,9959472868
774,5821263976,12945230819
775,248766763,267572038
776,314935771,309459920
777,4944601512,318097940
778,308237554,1863500234
779,308237554,312296863
780,922432663,1215111276
781,389455180,12224127402
782,253315625,304183066
783,5821263976,306816462
784,314935771,254430000
785,5821263976,258655988
786,314935771,1450406204
787,922432663,251300663
788,922432663,4902804667
789,308237554,5584802381
790,922432663,321586400
791,389455180,5540881090
792,4944601512,495651901
793,4944601512,255747040
794,922432663,312470280
795,271861188,8253170815
796,5821263976,254507448
797,922432663,604989440
798,248766763,5540881616
799,248766763,559174578
800,679848584,303130176
801,253315625,252130630
802,308237554,5281294075
803,389455180,253315011
804,679848584,1024861789
805,308237554,343235851
806,679848584,480179403
807,389455180,2782769101
808,248766763,699822071
809,679848584,10055059218
810,4944601512,10578760828
811,253315625,11182980226
812,389455180,3236013708
813,314935771,617271135
814,389455180,259237585
815,314935771,4250155701
816,253315625,36421908
817,922432663,1126924769
818,389455180,296888151
819,308237554,669212330
820,308237554,258658193
821,922432663,3968717740
822,308237554,3193279950
823,5821263976,701166967
824,5821263976,247465747
825,271861188,2322474440
826,248766763,2076760755
827,5821263976,1779614808
828,314935771,2508146460
829,679848584,7558092311
830,4944601512,1468549127
831,308237554,8796045399
832,248766763,8278506005
833,389455180,40896581
834,5821263976,255131583
835,253315625,4754048837
836,308237554,515007660
837,679848584,1395755494
838,5821263976,296888151
839,4944601512,3921785208
840,314935771,5202404361
841,253315625,1333568371
842,248766763,446092566
843,679848584,332473407
844,5821263976,1163616055
845,4944601512,3317278067
846,253315625,161612425
847,389455180,3714561824
848,308237554,10196977698
849,253315625,305681172
850,308237554,10188199496
851,308237554,442549709
852,248766763,291707865
853,389455180,1211994575
854,679848584,605204199
855,314935771,3317278064
856,253315625,273036574
857,389455180,308231505
858,922432663,487137210
859,679848584,614210764
860,271861188,5297586626
861,4944601512,307372984
862,4944601512,7095794436
863,308237554,264896279
864,314935771,3638274095
865,679848584,303594180
866,389455180,1388699681
867,308237554,257764319
868,308237554,291709835
869,308237554,1450406204
870,253315625,302926956
871,679848584,300738673
872,389455180,10712546262
873,248766763,6758518065
874,389455180,860460028
875,253315625,249674536
876,308237554,1140746320
877,314935771,1725811309
878,922432663,3968717740
879,4944601512,11258507070
880,5821263976,5257484911
881,5821263976,5787714640
882,679848584,6116686699
883,314935771,267560877
884,248766763,2093520372
885,314935771,3377201309
886,5821263976,9338142938
887,389455180,13140741289
888,4944601512,5302830774
889,308237554,250737974
890,679848584,11295396453
891,248766763,1003562314
892,253315625,3731911095
893,679848584,5300473470
894,253315625,1239457884
895,253315625,8382481078
896,248766763,6009277503
897,253315625,5398924925
898,922432663,1119782024
899,679848584,12357746649
900,253315625,305701269
901,679848584,255615372
902,389455180,298714438
903,5821263976,5424088753
904,308237554,9246223132
905,679848584,997524176
906,922432663,10816964229
907,389455180,9863668189
908,679848584,306831326
909,679848584,8192422108
910,679848584,335906040
911,314935771,1023752777
912,314935771,9338105273
913,253315625,1995685903
914,922432663,480179850
915,248766763,1159822424
916,253315625,544512290
917,271861188,7108923329
918,679848584,4661095608
919,308237554,250737974
920,5821263976,260812068
921,308237554,84355308
922,314935771,490522465
923,253315625,313043467
924,314935771,82774451
925,679848584,305018671
926,271861188,2304900241
927,314935771,3933459304
928,679848584,282414602
929,4944601512,9585448777
930,4944601512,1891231323
931,248766763,13161567540
932,922432663,595114137
933,5821263976,7004733359
934,314935771,3745095215
935,5821263976,266721896
936,4944601512,6357858570
937,314935771,343216796
938,253315625,331858992
939,271861188,888434719
940,253315625,1151587703
941,314935771,260469651
942,271861188,5398924925
943,248766763,9102010252
944,314935771,259791155
945,389455180,332473407
946,308237554,678845866
947,922432663,7566321594
948,253315625,2628521797
949,4944601512,1025308742
950,5821263976,3125354327
951,5821263976,1646976757
952,314935771,1648608302
953,5821263976,307827502
954,4944601512,310576619
955,922432663,259791155
956,248766763,253256320
957,4944601512,303021610
958,308237554,8192422199
959,922432663,4415177175
960,922432663,10931686474
961,248766763,6366172004
962,253315625,253717227
963,253315625,3331790352
964,679848584,264910841
965,308237554,627006418
966,253315625,595819688
967,271861188,1831967008
968,253315625,575639227
969,4944601512,5297586701
970,314935771,7514170883
971,679848584,8348938364
972,271861188,82479682
973,271861188,1126925926
974,679848584,5267428943
975,308237554,11347948826
976,253315625,1866937157
977,253315625,748105557
978,271861188,10733255591
979,4944601512,332582636
980,5821263976,5304199822
981,4944601512,310109678
982,308237554,3378468109
983,4944601512,2106209448
984,679848584,2872702074
985,4944601512,1437692925
986,922432663,617317413
987,308237554,4757053721
988,271861188,985761495
989,389455180,13061362528
990,271861188,12106623510
991,308237554,945706044
992,253315625,983140474
993,308237554,300930560
994,922432663,306816462
995,4944601512,492082726
996,679848584,8255533471
997,248766763,302920304
998,314935771,3412530121
999,253315625,8962431143
1000,679848584,90080721
1001,314935771,480180937
1002,271861188,13031978332
1003,5821263976,6840113516
1004,679848584,626635213
1005,271861188,727493327
1006,922432663,1133939926
1007,308237554,159464342
1008,248766763,9585448777
1009,248766763,604989400
1010,253315625,8035664258
1011,253315625,727493340
1012,253315625,303567113
1013,679848584,6859922833
1014,679848584,1127993034
1015,314935771,6256001648
1016,922432663,43053517
1017,253315625,3429205461
1018,922432663,1013013161
1019,389455180,1537161847
1020,922432663,6604767379
1021,253315625,595114125
1022,679848584,299218702
1023,253315625,6331005967
1024,4944601512,303607833
1025,308237554,7312224430
1026,314935771,308486818
1027,679848584,56508555
1028,4944601512,5718225168
1029,389455180,254431003
1030,4944601512,7306967434
1031,308237554,975223245
1032,5821263976,2322473651
1033,922432663,1900910742
1034,389455180,1096976167
1035,271861188,312470599
1036,5821263976,804169749
1037,253315625,5295578863
1038,389455180,250954835
1039,248766763,471059962
1040,314935771,319834414
1041,253315625,3314442737
1042,253315625,13030468453
1043,4944601512,255615707
1044,4944601512,319283249
1045,314935771,86655297
1046,679848584,269770273
1047,5821263976,249486195
1048,253315625,968465224
1049,308237554,267572026
1050,922432663,7801743053
1051,679848584,5328030834
1052,922432663,270722830
1053,4944601512,267555131
1054,253315625,5300473461
1055,308237554,534564209
1056,308237554,314679439
1057,922432663,85714164
1058,248766763,5257484916
1059,314935771,6773979287
1060,308237554,317409447
1061,271861188,619105515
1062,308237554,303567113
1063,314935771,544512290
1064,389455180,8440743065
1065,314935771,768429715
1066,4944601512,623504971
1067,314935771,2302186776
1068,308237554,5056568057
1069,253315625,287532646
1070,5821263976,465746089
1071,922432663,261668611
1072,253315625,4547559153
1073,308237554,311747297
1074,248766763,4547559153
1075,308237554,694094332
1076,922432663,595756130
1077,4944601512,1923913584
1078,922432663,3917371562
1079,314935771,300126708
1080,253315625,659023997
1081,314935771,534605403
1082,4944601512,506566962
1083,4944601512,983139899
1084,679848584,260668037
1085,389455180,963377692
1086,922432663,525880429
1087,4944601512,8760656173
1088,248766763,4403475308
1089,922432663,9087361891
1090,5821263976,2392395048
1091,314935771,919558964
1092,389455180,308185173
1093,922432663,333117002
1094,5821263976,5285930123
1095,314935771,5283830691
1096,253315625,8984346472
1097,248766763,9520603214
1098,679848584,11813469090
1099,922432663,1286191030
1100,253315625,59956399
1101,308237554,8647942232
1102,248766763,3145005729
1103,308237554,5279201373
1104,922432663,335783097
1105,314935771,6901934099
1106,253315625,2536759123
1107,389455180,430542896
1108,308237554,254404507
1109,314935771,4972462876
1110,389455180,9105235290
1111,308237554,331688944
1112,253315625,312145309
1113,314935771,5709760670
1114,253315625,659002333
1115,4944601512,5300473471
1116,314935771,214789590
1117,4944601512,2525293599
1118,253315625,255617061
1119,4944601512,60276313
1120,922432663,10132525298
1121,308237554,9460111846
1122,5821263976,1637724812
1123,4944601512,9143354773
1124,271861188,6198975291
1125,5821263976,9246223156
1126,253315625,940480218
1127,922432663,10132630390
1128,389455180,267572026
1129,253315625,10931893490
1130,679848584,1127483889
1131,271861188,7558092354
1132,253315625,8382481078
1133,248766763,301116938
1134,308237554,4512372620
1135,314935771,1483917540
1136,253315625,9143354773
1137,308237554,5597061557
1138,248766763,5552508676
1139,922432663,995234343
1140,5821263976,7558092311
1141,271861188,10959525903
1142,922432663,4757053887
1143,5821263976,496126767
1144,253315625,5540881530
1145,389455180,8926545854
1146,253315625,306552722
1147,314935771,2950308017
1148,922432663,1211996479
1149,5821263976,1119781893
1150,4944601512,304097272
1151,248766763,1116494701
1152,922432663,1330606911
1153,314935771,802464994
1154,271861188,1602078142
1155,314935771,136937453
1156,679848584,5518534542
1157,4944601512,2093520372
1158,922432663,5518534542
1159,389455180,3473539755
1160,271861188,1725811324
1161,314935771,418166128
1162,5821263976,3767550199
1163,679848584,6981694065
1164,4944601512,1277847874
1165,389455180,7313995255
1166,5821263976,274115346
1167,253315625,1361087476
1168,4944601512,676898109
1169,248766763,1525943677
1170,5821263976,6230003147
1171,922432663,6840113516
1172,679848584,2109073792
1173,4944601512,888410476
1174,4944601512,740776292
1175,248766763,1366893308
1176,253315625,257473248
1177,922432663,9732423984
1178,248766763,12094546195
1179,248766763,3164759264
1180,389455180,2392395045
1181,5821263976,305496263
1182,922432663,4415177175
1183,922432663,6340603543
1184,389455180,6330763753
1185,679848584,2371539786
1186,253315625,4547559153
1187,271861188,247677864
1188,253315625,7108923339
1189,679848584,534605403
1190,248766763,5056719799
1191,271861188,2317873073
1192,253315625,1470916581
1193,922432663,3913207440
1194,271861188,2945344916
1195,389455180,252352091
1196,308237554,6332751446
1197,389455180,361369436
1198,922432663,5656237499
1199,253315625,8760656173
1200,314935771,1982590255
1201,314935771,3165249435
1202,679848584,96936911
1203,389455180,1082874529
1204,271861188,4079809293
1205,314935771,1709538486
1206,308237554,6331005948
1207,271861188,6840113495
1208,253315625,10542472386
1209,271861188,5259737754
1210,271861188,627614451
1211,248766763,277504079
1212,271861188,506566968
1213,4944601512,12338079834
1214,248766763,7633421040
1215,271861188,3129533083
1216,4944601512,7628581354
1217,679848584,335097890
1218,922432663,4939904549
1219,271861188,999300811
1220,389455180,3802460970
1221,679848584,543373886
1222,308237554,3636577309
1223,271861188,1659677781
1224,248766763,4824427175
1225,314935771,995921961
1226,922432663,1195335639
1227,5821263976,300389478
1228,4944601512,5056651510
1229,5821263976,331124315
1230,253315625,9730838485
1231,679848584,249238349
1232,314935771,255637643
1233,248766763,626635281
1234,308237554,6993187682
1235,679848584,4402414238
1236,679848584,9246223138
1237,922432663,274115346
1238,253315625,5518535150
1239,389455180,7312224420
1240,253315625,261080810
1241,679848584,321586400
1242,679848584,267558136
1243,253315625,594964479
1244,4944601512,4366833563
1245,389455180,257592292
1246,5821263976,5259850309
1247,4944601512,11993551147
1248,389455180,2972896989
1249,389455180,4242555564
1250,271861188,8278531919
1251,4944601512,4512372628
1252,922432663,2392395045
1253,5821263976,619105467
1254,679848584,5260013253
1255,248766763,303525911
1256,308237554,12352727852
1257,271861188,252118834
1258,679848584,6758053462
1259,679848584,277504079
1260,679848584,253032892
1261,314935771,3070945747
1262,5821263976,1037030018
1263,389455180,1779232468
1264,5821263976,60657307
1265,4944601512,1786036889
1266,314935771,8291844145
1267,679848584,322115106
1268,314935771,8059170343
1269,5821263976,559174558
1270,4944601512,13063085348
