,node_id_origin,node_id_dest
0,679955610,313138424
1,273000302,253490084
2,253487516,245919228
3,253486841,246699676
4,273000302,271012792
5,253487516,272994138
6,578156857,253486700
7,253486845,253486701
8,1772729930,246699287
9,273000302,253634939
10,533699001,11912323282
11,253486845,5088273987
12,1772729930,272998691
13,272994886,253756598
14,1772733969,5088273989
15,272994886,272994864
16,272994886,5667805659
17,533699001,253489498
18,1772733969,506513856
19,273000302,253490250
20,273000302,253756598
21,533699001,253486699
22,1772733969,1598906556
23,272994886,472107734
24,533699001,9288702019
25,253486845,323130797
26,1772733969,246699676
27,1772733969,255970810
28,679955610,1187076611
29,253486845,248798136
30,1772733969,272608427
31,272994886,2967531373
32,1772733969,253490250
33,1772733969,253489979
34,1772733969,253490084
35,272994886,253489505
36,1772733969,9058015692
37,578156857,253490325
38,679955610,1598906556
39,272994886,253490325
40,679955610,248798140
41,253486841,2970434084
42,253486845,271012792
43,272994886,13368259209
44,253486845,5667805659
45,578156857,272616354
46,533699001,565334803
47,253487516,250638693
48,272994886,253756598
49,253487516,9288702019
50,253487516,246676922
51,1772729930,272616354
52,272994886,253489498
53,273000302,253634938
54,253486845,10044178022
55,273000302,253490092
56,533699001,10711268019
57,253486841,1733854568
58,253486845,272608427
59,273000302,253489976
60,679955610,253489511
61,1772729930,9156294606
62,1772733969,253634598
63,679955610,246699291
64,1772733969,253489413
65,1772733969,95949496
66,1772733969,1465594890
67,679955610,1733854568
68,253486841,5664642771
69,1772729930,253489974
70,533699001,253490377
71,578156857,272608447
72,253486841,1624234922
73,253487516,1186349802
74,679955610,4927334272
75,1772729930,250638701
76,1772733969,253634939
77,273000302,253489681
78,533699001,246699287
79,578156857,253722066
80,1772729930,313138424
81,253486845,304175102
82,578156857,253490325
83,253486845,253489605
84,578156857,253489605
85,533699001,336031616
86,578156857,272994864
87,253487516,340157187
88,533699001,246699289
89,253487516,506513856
90,273000302,4927334268
91,533699001,6425162983
92,253487516,253490092
93,679955610,1187250361
94,272994886,253489925
95,1772733969,1187250361
96,253487516,308982940
97,578156857,209915965
98,533699001,253486700
99,1772729930,5664642784
100,1772733969,593815364
101,578156857,272998691
102,533699001,565334803
103,272994886,253756799
104,578156857,253489979
105,273000302,272994138
106,253486841,253490282
107,1772729930,4927334268
108,1772729930,253488298
109,273000302,253486702
110,578156857,5664642784
111,679955610,253489505
112,272994886,253488594
113,253486841,272608427
114,253486845,5667805659
115,273000302,10044178022
116,253486841,253489511
117,253486841,272608427
118,253486845,272607684
119,273000302,253486699
120,1772733969,340157187
121,273000302,272994055
122,253486845,248047383
123,273000302,5667805659
124,253486841,248798136
125,253486845,304175102
126,1772733969,2970434084
127,533699001,266720805
128,253486841,7729453361
129,272994886,253756799
130,578156857,9288702019
131,273000302,5088273989
132,533699001,1670392327
133,679955610,253486700
134,273000302,253634938
135,533699001,13368259209
136,578156857,384510536
137,253486845,245941679
138,253487516,253488298
139,253486845,6029496305
140,679955610,2970434084
141,578156857,11912323291
142,578156857,84846978
143,253486845,246698702
144,253486841,9288702019
145,1772733969,253490396
146,273000302,506513856
147,253486841,253489413
148,253487516,11912323286
149,1772729930,6425162983
150,1772733969,246698702
151,272994886,253722066
152,578156857,272608242
153,679955610,250638701
154,253486841,1186349802
155,578156857,9288702019
156,272994886,272608242
157,253486845,323130797
158,253487516,10711268140
159,272994886,246699291
160,679955610,248047383
161,272994886,1186349802
162,272994886,248798136
163,1772733969,4927334268
164,533699001,253489921
165,253486841,272608964
166,578156857,7729453361
167,1772729930,1187076611
168,273000302,245919228
169,679955610,5664642771
170,533699001,1187250361
171,578156857,1670392327
172,1772733969,13368259209
173,253486845,340157187
174,253486841,9156294606
175,679955610,253490250
176,679955610,11912323282
177,273000302,250638693
178,272994886,253490092
179,578156857,1624234922
180,273000302,1624234922
181,679955610,272608242
182,1772729930,272607683
183,679955610,1733854568
184,273000302,245941679
185,273000302,253490084
186,273000302,245919228
187,1772729930,1733854568
188,253486841,340157187
189,253486841,253490334
190,253486845,13368219637
191,578156857,9156294611
192,253486845,272608242
193,272994886,253488290
194,679955610,253634598
195,273000302,245919228
196,253486841,1119714822
197,273000302,253490396
198,253487516,246699676
199,273000302,253489605
200,1772729930,253489495
201,1772733969,245941680
202,253487516,95949496
203,253487516,266720802
204,578156857,272994055
205,253487516,253486699
206,273000302,253489979
207,533699001,253486702
208,533699001,253486699
209,578156857,84846978
210,578156857,248047383
211,578156857,253490250
212,272994886,272616126
213,1772733969,246699676
214,1772733969,336114699
215,679955610,253489605
216,272994886,253722066
217,253486841,266720803
218,253486845,593815385
219,1772729930,253490334
220,253487516,11912323291
221,1772729930,272994864
222,253487516,9156294606
223,253486841,253486702
224,1772733969,253489495
225,1772733969,272994864
226,253486845,323130797
227,273000302,246699291
228,273000302,246699291
229,253486841,472107734
230,253486841,245919230
231,533699001,253490325
232,1772733969,250638699
233,253487516,272608427
234,578156857,11912323275
235,679955610,7729453361
236,1772729930,5667805659
237,578156857,313138424
238,679955610,253489680
239,253487516,272607684
240,253486845,253489927
241,253486841,253488290
242,272994886,1186349802
243,253486845,1733854568
244,253486845,245941680
245,253486845,250572048
246,1772733969,245919230
247,1772729930,253490092
248,679955610,272994055
249,273000302,5667805659
250,679955610,253722066
251,578156857,10711268140
252,533699001,253490334
253,533699001,246699291
254,679955610,253634938
255,253486845,250638699
256,253487516,272608537
257,1772729930,313138424
258,272994886,272998691
259,253486845,253489976
260,533699001,253488290
261,1772729930,304175102
262,253487516,253489979
263,273000302,246698702
264,253486845,12182898785
265,1772729930,11912323286
266,1772733969,1253954672
267,578156857,253488298
268,578156857,1598906556
269,1772729930,253489921
270,272994886,253489681
271,1772733969,253489927
272,253486841,313138424
273,273000302,2970434084
274,1772733969,253487529
275,533699001,4927334272
276,1772729930,272607684
277,273000302,253489974
278,679955610,11912323275
279,273000302,246699675
280,253487516,4865907121
281,1772733969,245919230
282,253487516,272616354
283,253486845,209915966
284,1772729930,253756799
285,1772733969,253722066
286,253486845,472107734
287,1772729930,1187076611
288,253487516,253488298
289,679955610,593815382
290,679955610,246699287
291,1772729930,253489502
292,273000302,13368259209
293,253486845,253756598
294,253487516,250638699
295,273000302,13368259209
296,1772733969,250572048
297,272994886,253489680
298,273000302,253630889
299,272994886,5821575723
300,273000302,272998691
301,1772729930,253488290
302,578156857,273104374
303,1772733969,253489681
304,253486841,340157187
305,533699001,253489974
306,1772729930,323130797
307,253486841,272994864
308,253486841,266720805
309,679955610,323130797
310,679955610,11912323286
311,578156857,246699289
312,578156857,1624234922
313,679955610,253630889
314,253486841,4927334268
315,679955610,253489495
316,578156857,272994138
317,273000302,271012792
318,533699001,248047383
319,253486845,9156294606
320,253487516,253490092
321,253486845,84846978
322,253486841,253489605
323,273000302,253486701
324,1772729930,1187250361
325,679955610,313138424
326,253486841,272608964
327,253486845,272607683
328,273000302,272616126
329,253486845,250638699
330,679955610,1598906556
331,273000302,253489927
332,1772733969,2970434084
333,253487516,1119714822
334,253486841,253490250
335,273000302,272608964
336,679955610,253489925
337,253486841,253756598
338,272994886,5762309658
339,272994886,506513856
340,272994886,11912323275
341,253486845,253489505
342,253486845,9288702019
343,273000302,4927334272
344,679955610,272616126
345,253487516,253486701
346,533699001,5664642784
347,253486845,11912323291
348,533699001,209915965
349,273000302,9058015692
350,578156857,272608242
351,253487516,253488290
352,1772733969,5821575730
353,273000302,253490084
354,253487516,245919230
355,1772733969,253487529
356,272994886,253489605
357,272994886,255970810
358,272994886,272608537
359,1772733969,13368259209
360,253487516,250638701
361,533699001,253486702
362,1772733969,250638701
363,1772733969,266720802
364,253486845,253489413
365,578156857,5762309658
366,253487516,253490250
367,253486841,248047383
368,1772729930,246699676
369,679955610,245919228
370,253486841,245919230
371,533699001,253489511
372,578156857,253635848
373,1772733969,253487529
374,272994886,253488298
375,253487516,272616354
376,253487516,95949496
377,578156857,253486701
378,253486845,1186349802
379,272994886,253487532
380,253486845,250638699
381,253486845,506513856
382,273000302,245918989
383,578156857,10711268019
384,1772733969,253488298
385,273000302,253489979
386,1772729930,248047383
387,679955610,323130797
388,253486845,9156294606
389,273000302,253489979
390,253486845,5821575723
391,533699001,384510536
392,253487516,245919230
393,253486841,9058015692
394,679955610,271012792
395,253487516,272607684
396,272994886,472107734
397,253487516,253489927
398,679955610,10711268019
399,578156857,338033894
400,273000302,253489927
401,578156857,253489498
402,578156857,253489502
403,1772733969,245941680
404,533699001,384510536
405,533699001,6425162983
406,1772733969,340157187
407,679955610,13368219637
408,1772733969,5762309658
409,679955610,272614897
410,272994886,253756799
411,1772733969,253489927
412,533699001,253489505
413,679955610,253634598
414,272994886,272607683
