fraction_removed,lcc_fraction,global_efficiency,strategy
0.0,1.0,0.06890782828282828,targeted
0.1111111111111111,0.875,0.0550189393939394,targeted
0.2222222222222222,0.875,0.041907051282051286,targeted
0.0,1.0,0.06890782828282828,random
0.1111111111111111,1.0,0.06890782828282828,random
0.2222222222222222,0.875,0.0550189393939394,random
0.3333333333333333,0.875,0.0550189393939394,random
0.4444444444444444,0.5,0.022727272727272728,random
