origin,dest,distance_original
53937832,35969506,11.650382853483201
596236547,266424283,21.144635049877266
2447790181,36163522,5.327644610851568
257598904,3298606688,17.804316623295833
40877314,4985246752,4.879179297782261
54612612,311974155,26.086109712182534
54612612,1709538485,22.356808431856024
198635732,266416909,21.185034994116975
40877314,595819704,9.648556162915842
596236547,36160614,15.412341160564873
40877314,997676622,15.373791976231354
4889409447,318097743,5.25859157795603
198635732,247787013,21.538590532318413
198635732,595819699,18.34060765183686
54612612,1578543010,25.06338123342745
53937832,999326319,20.707558083070115
54612612,1607462076,22.666084995594048
198635732,999300846,27.722016784524634
268943531,614210761,14.72241459193926
303604645,2447031732,14.076393779103311
257598904,999326271,20.716125483469
268943531,614187826,14.54046099918829
257598904,1741956138,17.329390762012487
303604645,308727690,16.76509648786515
4889409447,320823365,10.33540984515986
198635732,320823365,24.565542530723775
4889409447,1873503186,7.522443986551606
4889409447,12458507711,9.664566964568886
53937832,1464322280,14.639448142616356
303604645,313043467,17.956430971519538
4889409447,6712595949,9.19147507572931
268943531,2076428521,16.87667552486308
2447790181,2546176571,12.352558844734276
596236547,36163231,17.47475102616855
257598904,999306158,20.298801024060957
53937832,293321754,17.700885482329493
4889409447,9785553152,8.375614721468855
2447790181,900320360,11.626391898360751
303604645,1917564845,13.782867439683713
53937832,595819690,16.849394288192716
257598904,1465454990,12.916564490380981
53937832,36163105,13.698411032839294
303604645,99960924,21.082401883662243
303604645,50493616,13.490493395947919
268943531,255615707,24.314947202007204
303604645,293427230,18.892656663261427
268943531,424346587,14.359409943423826
257598904,746687948,13.135067103317352
268943531,10772935180,13.390659773718683
268943531,35921172,16.151569112831396
54612612,511004208,24.792618778346565
4889409447,3012944589,11.537488839948116
596236547,6795668266,18.95905405079497
4889409447,746687948,8.973813411422661
4889409447,308727692,11.87708967619293
198635732,631527251,22.45362821695673
596236547,313815781,23.48249774706447
2447790181,313815783,12.974649860504892
268943531,319882107,19.272552354174305
40877314,51295116,4.303954808390008
303604645,35908453,14.088690812708792
40877314,266720047,9.37132736136457
2447790181,1896550465,14.645841544404403
2447790181,35912569,9.488586479151957
268943531,255616657,22.74667055137543
596236547,4040848952,15.65636714484066
40877314,3068019605,13.039808944505086
54612612,2026128279,17.43975370820774
198635732,324714299,14.437365231960147
53937832,35912046,19.169689994650472
198635732,311973064,16.392586044283128
257598904,3792445496,9.33034095652349
54612612,255615627,24.544205549140784
303604645,997676626,19.537104276101488
268943531,1867121404,23.494122449891
53937832,255457242,16.245819015965413
40877314,35911653,7.460321966485441
53937832,9868682174,14.218418633494402
198635732,8449075352,18.192855755097064
53937832,36421985,11.494374181116077
2447790181,12390641700,11.821412965018615
268943531,311136570,18.0952996575307
4889409447,2370366750,11.557952350995059
2447790181,9785553161,11.495439092125308
40877314,10829710556,14.061638192912685
54612612,39569008,17.998350889385787
303604645,3216655666,18.385892630353563
257598904,255615371,17.13337938034994
2447790181,4911917754,6.9888200247163885
303604645,3258739374,15.204932094033387
